time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.48536e-07	1.45698
1	3.48536e-07	8.13172e-07	1.45698
2	8.13172e-07	1.43258e-06	197.19
3	1.43258e-06	2.25832e-06	1925.51
4	2.25832e-06	3.35912e-06	3383.21
5	3.35912e-06	4.8266e-06	3432.04
6	4.8266e-06	6.78291e-06	3897.99
7	6.78291e-06	9.39088e-06	5242.12
8	9.39088e-06	1.28676e-05	6954.13
9	1.28676e-05	1.75024e-05	8046.7
10	1.75024e-05	2.36811e-05	8067.75
11	2.36811e-05	3.1918e-05	7403.78
12	3.1918e-05	4.28986e-05	6573.61
13	4.28986e-05	5.7537e-05	5839.13
14	5.7537e-05	7.70515e-05	5261.69
15	7.70515e-05	0.000103066	4803.48
16	0.000103066	0.000137747	4390.27
17	0.000137747	0.00018398	3960.86
18	0.00018398	0.000245614	3496.33
19	0.000245614	0.000327778	3015.28
20	0.000327778	0.000437311	2546.46
21	0.000437311	0.000583331	2113.81
22	0.000583331	0.000777991	1726.69
23	0.000777991	0.00103749	1383.9
24	0.00103749	0.00138344	1088.77
25	0.00138344	0.00184462	847.925
26	0.00184462	0.00245943	664.016
27	0.00245943	0.00327903	492.146
28	0.00327903	0.00437164	492.146
29	0.00437164	0.00582821	52.3957
30	0.00582821	0.00776998	52.3957
31	0.00776998	inf	52.3957
