time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.05422e-07	1.24648
1	4.05422e-07	9.45894e-07	1.24648
2	9.45894e-07	1.6664e-06	332.061
3	1.6664e-06	2.62691e-06	468.768
4	2.62691e-06	3.90738e-06	335.899
5	3.90738e-06	5.61437e-06	741.71
6	5.61437e-06	7.88998e-06	1475.4
7	7.88998e-06	1.09236e-05	1921.44
8	1.09236e-05	1.49678e-05	2238.76
9	1.49678e-05	2.03591e-05	2526.7
10	2.03591e-05	2.75462e-05	2705.62
11	2.75462e-05	3.71275e-05	2802.4
12	3.71275e-05	4.99003e-05	2875.15
13	4.99003e-05	6.69279e-05	2950.5
14	6.69279e-05	8.96274e-05	3036.08
15	8.96274e-05	0.000119888	3126.06
16	0.000119888	0.000160229	3202.69
17	0.000160229	0.000214008	3235.87
18	0.000214008	0.000285701	3194.99
19	0.000285701	0.000381276	3060.79
20	0.000381276	0.000508687	2826.04
21	0.000508687	0.00067854	2494.51
22	0.00067854	0.000904971	2087.65
23	0.000904971	0.00120683	1650.71
24	0.00120683	0.00160924	1241.35
25	0.00160924	0.00214569	903.481
26	0.00214569	0.00286084	649.855
27	0.00286084	0.00381421	401.08
28	0.00381421	0.00508516	401.08
29	0.00508516	0.00677946	43.9289
30	0.00677946	0.00903815	43.9289
31	0.00903815	inf	43.9289
