time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.59692e-07	1.94592
1	2.59692e-07	6.0589e-07	1.94592
2	6.0589e-07	1.06741e-06	1.94536
3	1.06741e-06	1.68266e-06	75.7347
4	1.68266e-06	2.50286e-06	762.423
5	2.50286e-06	3.59627e-06	2184.22
6	3.59627e-06	5.05391e-06	4112.38
7	5.05391e-06	6.99709e-06	6044.69
8	6.99709e-06	9.58757e-06	7665.58
9	9.58757e-06	1.30409e-05	8926.62
10	1.30409e-05	1.76447e-05	9879.34
11	1.76447e-05	2.37819e-05	10475.7
12	2.37819e-05	3.19635e-05	10548.5
13	3.19635e-05	4.28705e-05	10016.2
14	4.28705e-05	5.74106e-05	9037.79
15	5.74106e-05	7.67942e-05	7900.1
16	7.67942e-05	0.000102635	6832.3
17	0.000102635	0.000137083	5908.77
18	0.000137083	0.000183005	5095.7
19	0.000183005	0.000244225	4334.07
20	0.000244225	0.000325838	3591.99
21	0.000325838	0.000434637	2878.64
22	0.000434637	0.000579677	2236.59
23	0.000579677	0.000773031	1703.91
24	0.000773031	0.00103079	1291.97
25	0.00103079	0.00137442	992.192
26	0.00137442	0.0018325	784.992
27	0.0018325	0.00244318	608.988
28	0.00244318	0.00325729	608.988
29	0.00325729	0.00434257	81.2456
30	0.00434257	0.00578937	81.2456
31	0.00578937	inf	81.2456
