time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.5907e-07	10.7585
1	4.5907e-07	1.06378e-06	10.7585
2	1.06378e-06	1.86033e-06	1520.96
3	1.86033e-06	2.90959e-06	2942.07
4	2.90959e-06	4.29173e-06	4324
5	4.29173e-06	6.11234e-06	6371.84
6	6.11234e-06	8.51054e-06	8677.82
7	8.51054e-06	1.16696e-05	10683.5
8	1.16696e-05	1.58308e-05	11975.3
9	1.58308e-05	2.13122e-05	12320.7
10	2.13122e-05	2.85325e-05	11772.3
11	2.85325e-05	3.80435e-05	10639.2
12	3.80435e-05	5.05718e-05	9240.32
13	5.05718e-05	6.70747e-05	7820.42
14	6.70747e-05	8.88131e-05	6567.04
15	8.88131e-05	0.000117448	5549.99
16	0.000117448	0.000155167	4755.17
17	0.000155167	0.000204853	4122.49
18	0.000204853	0.000270301	3560.12
19	0.000270301	0.000356513	2998.69
20	0.000356513	0.000470075	2431.29
21	0.000470075	0.000619665	1902.23
22	0.000619665	0.000816712	1456.65
23	0.000816712	0.00107627	1112.51
24	0.00107627	0.00141818	861.951
25	0.00141818	0.00186855	685.856
26	0.00186855	0.00246181	566.771
27	0.00246181	0.00324327	472.639
28	0.00324327	0.00427265	472.639
29	0.00427265	0.0056286	69.3052
30	0.0056286	0.00741473	69.3052
31	0.00741473	inf	69.3052
