time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.04072e-07	1.24908
1	4.04072e-07	9.42743e-07	1.24908
2	9.42743e-07	1.66085e-06	402.8
3	1.66085e-06	2.61816e-06	350.015
4	2.61816e-06	3.89436e-06	294.171
5	3.89436e-06	5.59567e-06	781.914
6	5.59567e-06	7.8637e-06	1547.32
7	7.8637e-06	1.08872e-05	1666.23
8	1.08872e-05	1.49179e-05	1870.52
9	1.49179e-05	2.02912e-05	2282.87
10	2.02912e-05	2.74545e-05	2654
11	2.74545e-05	3.70038e-05	2881.51
12	3.70038e-05	4.97341e-05	3003.21
13	4.97341e-05	6.67049e-05	3078.19
14	6.67049e-05	8.93289e-05	3136.54
15	8.93289e-05	0.000119489	3188.67
16	0.000119489	0.000159696	3228.95
17	0.000159696	0.000213295	3235.51
18	0.000213295	0.00028475	3178.99
19	0.00028475	0.000380006	3037.02
20	0.000380006	0.000506993	2799.93
21	0.000506993	0.000676279	2468.07
22	0.000676279	0.000901957	2057.61
23	0.000901957	0.00120281	1612.01
24	0.00120281	0.00160388	1194.84
25	0.00160388	0.00213854	856.527
26	0.00213854	0.00285131	611.296
27	0.00285131	0.00380151	395.808
28	0.00380151	0.00506822	395.808
29	0.00506822	0.00675688	210.23
30	0.00675688	0.00900805	210.23
31	0.00900805	inf	210.23
