time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.54277e-07	1.98565
1	2.54277e-07	5.93255e-07	1.98565
2	5.93255e-07	1.04515e-06	1.98688
3	1.04515e-06	1.64757e-06	170.424
4	1.64757e-06	2.45067e-06	1104.57
5	2.45067e-06	3.52128e-06	2165.45
6	3.52128e-06	4.94851e-06	3802.81
7	4.94851e-06	6.85117e-06	5976.65
8	6.85117e-06	9.38762e-06	8018.01
9	9.38762e-06	1.2769e-05	9562.66
10	1.2769e-05	1.72767e-05	10583.6
11	1.72767e-05	2.3286e-05	11092.3
12	2.3286e-05	3.12969e-05	11028.2
13	3.12969e-05	4.19764e-05	10383.7
14	4.19764e-05	5.62134e-05	9334.11
15	5.62134e-05	7.51927e-05	8157.4
16	7.51927e-05	0.000100494	7064.98
17	0.000100494	0.000134224	6116.37
18	0.000134224	0.000179189	5272.42
19	0.000179189	0.000239132	4476.22
20	0.000239132	0.000319043	3700.12
21	0.000319043	0.000425573	2958.84
22	0.000425573	0.000567588	2295.88
23	0.000567588	0.00075691	1747.39
24	0.00075691	0.0010093	1324.96
25	0.0010093	0.00134575	1019.67
26	0.00134575	0.00179429	811.225
27	0.00179429	0.00239223	646.313
28	0.00239223	0.00318936	646.313
29	0.00318936	0.00425201	64.278
30	0.00425201	0.00566863	64.278
31	0.00566863	inf	64.278
