time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.87231e-07	1.30563
1	3.87231e-07	9.0345e-07	1.30563
2	9.0345e-07	1.59163e-06	144.633
3	1.59163e-06	2.50904e-06	1005.26
4	2.50904e-06	3.73205e-06	1952.78
5	3.73205e-06	5.36245e-06	2986.72
6	5.36245e-06	7.53595e-06	4363.77
7	7.53595e-06	1.04335e-05	6012.34
8	1.04335e-05	1.42961e-05	7427.24
9	1.42961e-05	1.94455e-05	7957.08
10	1.94455e-05	2.63102e-05	7555.36
11	2.63102e-05	3.54615e-05	6679.76
12	3.54615e-05	4.76612e-05	5769.21
13	4.76612e-05	6.39247e-05	5025.43
14	6.39247e-05	8.56057e-05	4466.27
15	8.56057e-05	0.000114509	4028.59
16	0.000114509	0.00015304	3633.6
17	0.00015304	0.000204406	3237.18
18	0.000204406	0.000272882	2841.07
19	0.000272882	0.000364168	2462.26
20	0.000364168	0.000485862	2107.23
21	0.000485862	0.000648093	1771.61
22	0.000648093	0.000864364	1451.44
23	0.000864364	0.00115268	1150.63
24	0.00115268	0.00153703	881.812
25	0.00153703	0.00204941	660.35
26	0.00204941	0.00273247	495.214
27	0.00273247	0.00364306	344.109
28	0.00364306	0.00485698	344.109
29	0.00485698	0.00647526	142.532
30	0.00647526	0.0086326	142.532
31	0.0086326	inf	142.532
