time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.48923e-07	1.12436
1	4.48923e-07	1.04739e-06	1.12436
2	1.04739e-06	1.8452e-06	1.12462
3	1.8452e-06	2.90877e-06	5.63385
4	2.90877e-06	4.32663e-06	118.596
5	4.32663e-06	6.21678e-06	453.927
6	6.21678e-06	8.73655e-06	856.31
7	8.73655e-06	1.20957e-05	1242.98
8	1.20957e-05	1.65738e-05	1508.72
9	1.65738e-05	2.25435e-05	1723.12
10	2.25435e-05	3.05018e-05	1929.24
11	3.05018e-05	4.11111e-05	2115.61
12	4.11111e-05	5.52545e-05	2282.16
13	5.52545e-05	7.4109e-05	2427.26
14	7.4109e-05	9.92442e-05	2548.32
15	9.92442e-05	0.000132752	2646.48
16	0.000132752	0.000177422	2720.58
17	0.000177422	0.000236971	2761.28
18	0.000236971	0.000316356	2748.28
19	0.000316356	0.000422186	2654.08
20	0.000422186	0.000563268	2456.12
21	0.000563268	0.000751345	2154.47
22	0.000751345	0.00100207	1782.91
23	0.00100207	0.00133632	1398.31
24	0.00133632	0.0017819	1057.25
25	0.0017819	0.00237592	794.605
26	0.00237592	0.0031678	617.728
27	0.0031678	0.00422347	529.66
28	0.00422347	0.00563078	529.66
29	0.00563078	0.00750688	15.3635
30	0.00750688	0.0100079	15.3635
31	0.0100079	inf	15.3635
