time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.45466e-07	1.58381
1	4.45466e-07	1.03226e-06	1.58381
2	1.03226e-06	1.8052e-06	892.478
3	1.8052e-06	2.82337e-06	2717.85
4	2.82337e-06	4.16454e-06	3702.05
5	4.16454e-06	5.93121e-06	6015.25
6	5.93121e-06	8.25834e-06	8856.74
7	8.25834e-06	1.13238e-05	11242.3
8	1.13238e-05	1.53617e-05	12676.2
9	1.53617e-05	2.06806e-05	13011.7
10	2.06806e-05	2.7687e-05	12382.4
11	2.7687e-05	3.69161e-05	11130
12	3.69161e-05	4.90731e-05	9624.49
13	4.90731e-05	6.50869e-05	8145.76
14	6.50869e-05	8.61811e-05	6844.09
15	8.61811e-05	0.000113967	5774.95
16	0.000113967	0.000150569	4927.25
17	0.000150569	0.000198782	4255.28
18	0.000198782	0.000262291	3679.56
19	0.000262291	0.000345948	3120.88
20	0.000345948	0.000456145	2553.44
21	0.000456145	0.000601302	2012.52
22	0.000601302	0.000792509	1547.24
23	0.000792509	0.00104438	1181.76
24	0.00104438	0.00137615	910.099
25	0.00137615	0.00181318	714.493
26	0.00181318	0.00238885	579.388
27	0.00238885	0.00314716	459.244
28	0.00314716	0.00414603	459.244
29	0.00414603	0.0054618	68.1359
30	0.0054618	0.007195	68.1359
31	0.007195	inf	68.1359
