time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.57595e-07	1.95957
1	2.57595e-07	6.00998e-07	1.95957
2	6.00998e-07	1.05879e-06	1.96315
3	1.05879e-06	1.66908e-06	127.836
4	1.66908e-06	2.48265e-06	978.59
5	2.48265e-06	3.56724e-06	2219.89
6	3.56724e-06	5.0131e-06	3801.29
7	5.0131e-06	6.9406e-06	5755.13
8	6.9406e-06	9.51015e-06	7540.93
9	9.51015e-06	1.29356e-05	8785.93
10	1.29356e-05	1.75022e-05	9612.31
11	1.75022e-05	2.35899e-05	10131.7
12	2.35899e-05	3.17054e-05	10228.7
13	3.17054e-05	4.25243e-05	9794.54
14	4.25243e-05	5.69471e-05	8937.17
15	5.69471e-05	7.61741e-05	7914.28
16	7.61741e-05	0.000101806	6927.35
17	0.000101806	0.000135976	6042.68
18	0.000135976	0.000181528	5239.05
19	0.000181528	0.000242253	4473.94
20	0.000242253	0.000323207	3720.5
21	0.000323207	0.000431127	2985.46
22	0.000431127	0.000574997	2311.46
23	0.000574997	0.000766789	1745.33
24	0.000766789	0.00102247	1302.02
25	0.00102247	0.00136332	970.06
26	0.00136332	0.00181771	728.702
27	0.00181771	0.00242346	486.582
28	0.00242346	0.00323098	486.582
29	0.00323098	0.0043075	120.602
30	0.0043075	0.00574262	120.602
31	0.00574262	inf	120.602
