time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.47206e-07	1.12911
1	4.47206e-07	1.04338e-06	1.12911
2	1.04338e-06	1.83814e-06	5.42894
3	1.83814e-06	2.89765e-06	28.3784
4	2.89765e-06	4.31008e-06	143.103
5	4.31008e-06	6.193e-06	413.87
6	6.193e-06	8.70314e-06	860.549
7	8.70314e-06	1.20494e-05	1350.41
8	1.20494e-05	1.65104e-05	1694.64
9	1.65104e-05	2.24573e-05	1899.11
10	2.24573e-05	3.03852e-05	2029.25
11	3.03852e-05	4.09539e-05	2132.1
12	4.09539e-05	5.50431e-05	2225.87
13	5.50431e-05	7.38256e-05	2334.7
14	7.38256e-05	9.88646e-05	2461.28
15	9.88646e-05	0.000132244	2590.22
16	0.000132244	0.000176743	2699.89
17	0.000176743	0.000236064	2769.32
18	0.000236064	0.000315146	2775.66
19	0.000315146	0.000420571	2692.14
20	0.000420571	0.000561113	2499.73
21	0.000561113	0.000748471	2201.19
22	0.000748471	0.000998239	1826.69
23	0.000998239	0.00133121	1429.48
24	0.00133121	0.00177509	1069.46
25	0.00177509	0.00236683	786.621
26	0.00236683	0.00315568	588.103
27	0.00315568	0.00420731	420.487
28	0.00420731	0.00560924	420.487
29	0.00560924	0.00747817	35.8956
30	0.00747817	0.00996965	35.8956
31	0.00996965	inf	35.8956
