time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.09309e-07	1.23342
1	4.09309e-07	9.54961e-07	1.23342
2	9.54961e-07	1.68237e-06	216.169
3	1.68237e-06	2.65209e-06	333.262
4	2.65209e-06	3.94483e-06	224.487
5	3.94483e-06	5.66819e-06	593.281
6	5.66819e-06	7.96561e-06	1322.31
7	7.96561e-06	1.10283e-05	1541.81
8	1.10283e-05	1.51112e-05	1863.88
9	1.51112e-05	2.05542e-05	2313.69
10	2.05542e-05	2.78103e-05	2612.02
11	2.78103e-05	3.74834e-05	2759.04
12	3.74834e-05	5.03786e-05	2844.2
13	5.03786e-05	6.75694e-05	2927.99
14	6.75694e-05	9.04865e-05	3024.1
15	9.04865e-05	0.000121038	3118.82
16	0.000121038	0.000161765	3192.28
17	0.000161765	0.00021606	3220.83
18	0.00021606	0.00028844	3179.35
19	0.00028844	0.000384931	3047.79
20	0.000384931	0.000513563	2815.05
21	0.000513563	0.000685044	2482.8
22	0.000685044	0.000913646	2073.43
23	0.000913646	0.0012184	1635.02
24	0.0012184	0.00162466	1228.96
25	0.00162466	0.00216626	899.409
26	0.00216626	0.00288826	655.85
27	0.00288826	0.00385077	419.48
28	0.00385077	0.0051339	419.48
29	0.0051339	0.00684445	43.0339
30	0.00684445	0.00912479	43.0339
31	0.00912479	inf	43.0339
