time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.4364e-07	1.13831
1	4.4364e-07	1.03506e-06	1.13831
2	1.03506e-06	1.82349e-06	1.13822
3	1.82349e-06	2.87454e-06	10.2239
4	2.87454e-06	4.27571e-06	168.699
5	4.27571e-06	6.14362e-06	571.039
6	6.14362e-06	8.63375e-06	1072.6
7	8.63375e-06	1.19533e-05	1393.44
8	1.19533e-05	1.63787e-05	1437.22
9	1.63787e-05	2.22782e-05	1559.46
10	2.22782e-05	3.01429e-05	1825.71
11	3.01429e-05	4.06274e-05	2080.93
12	4.06274e-05	5.46043e-05	2262.29
13	5.46043e-05	7.3237e-05	2416.41
14	7.3237e-05	9.80763e-05	2566.67
15	9.80763e-05	0.00013119	2697.53
16	0.00013119	0.000175334	2792.4
17	0.000175334	0.000234182	2840.55
18	0.000234182	0.000312634	2827.65
19	0.000312634	0.000417218	2731.23
20	0.000417218	0.00055664	2531.56
21	0.00055664	0.000742504	2227.29
22	0.000742504	0.00099028	1845.97
23	0.00099028	0.00132059	1442.52
24	0.00132059	0.00176094	1077.41
25	0.00176094	0.00234796	789.234
26	0.00234796	0.00313052	585.748
27	0.00313052	0.00417377	416.968
28	0.00417377	0.00556452	416.968
29	0.00556452	0.00741854	28.811
30	0.00741854	0.00989016	28.811
31	0.00989016	inf	28.811
