time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.97772e-07	1.28159
1	3.97772e-07	9.28044e-07	1.28159
2	9.28044e-07	1.63495e-06	99.2726
3	1.63495e-06	2.57734e-06	884.015
4	2.57734e-06	3.83364e-06	1691.52
5	3.83364e-06	5.50842e-06	2451.85
6	5.50842e-06	7.74109e-06	3658.46
7	7.74109e-06	1.07175e-05	5292.66
8	1.07175e-05	1.46853e-05	6823.33
9	1.46853e-05	1.99749e-05	7520.32
10	1.99749e-05	2.70264e-05	7291.52
11	2.70264e-05	3.64268e-05	6539.89
12	3.64268e-05	4.89586e-05	5687.89
13	4.89586e-05	6.56649e-05	4955.51
14	6.56649e-05	8.7936e-05	4383.03
15	8.7936e-05	0.000117626	3928.32
16	0.000117626	0.000157206	3525.72
17	0.000157206	0.00020997	3135.65
18	0.00020997	0.00028031	2753.34
19	0.00028031	0.000374081	2386.43
20	0.000374081	0.000499088	2039.87
21	0.000499088	0.000665735	1712.84
22	0.000665735	0.000887893	1403.48
23	0.000887893	0.00118405	1117.78
24	0.00118405	0.00157887	871.09
25	0.00157887	0.0021052	676.732
26	0.0021052	0.00280685	538.007
27	0.00280685	0.00374223	421.371
28	0.00374223	0.00498919	421.371
29	0.00498919	0.00665153	85.3897
30	0.00665153	0.00886759	85.3897
31	0.00886759	inf	85.3897
