time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.56716e-07	1.9666
1	2.56716e-07	5.98946e-07	1.9666
2	5.98946e-07	1.05517e-06	1.9729
3	1.05517e-06	1.66338e-06	226.491
4	1.66338e-06	2.47417e-06	1351.97
5	2.47417e-06	3.55505e-06	2343.24
6	3.55505e-06	4.99598e-06	3784.97
7	4.99598e-06	6.91689e-06	5606.05
8	6.91689e-06	9.47768e-06	7280.64
9	9.47768e-06	1.28915e-05	8716.72
10	1.28915e-05	1.74424e-05	9938.28
11	1.74424e-05	2.35093e-05	10744.7
12	2.35093e-05	3.15972e-05	10870.9
13	3.15972e-05	4.23791e-05	10273.3
14	4.23791e-05	5.67526e-05	9216.39
15	5.67526e-05	7.5914e-05	8036.36
16	7.5914e-05	0.000101458	6949.71
17	0.000101458	0.000135511	6010.07
18	0.000135511	0.000180908	5175.27
19	0.000180908	0.000241426	4391.95
20	0.000241426	0.000322104	3633.33
21	0.000322104	0.000429655	2909.78
22	0.000429655	0.000573033	2261.96
23	0.000573033	0.000764171	1727.4
24	0.000764171	0.00101898	1317.6
25	0.00101898	0.00135866	1025.73
26	0.00135866	0.0018115	838.577
27	0.0018115	0.00241518	805.041
28	0.00241518	0.00321995	805.041
29	0.00321995	0.0042928	45.0028
30	0.0042928	0.00572301	45.0028
31	0.00572301	inf	45.0028
