time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.54058e-07	1.55284
1	4.54058e-07	1.05217e-06	1.55284
2	1.05217e-06	1.84002e-06	867.822
3	1.84002e-06	2.87782e-06	3026.92
4	2.87782e-06	4.24487e-06	4545.22
5	4.24487e-06	6.0456e-06	6772.45
6	6.0456e-06	8.41762e-06	9133.24
7	8.41762e-06	1.15422e-05	11106
8	1.15422e-05	1.5658e-05	12358.5
9	1.5658e-05	2.10795e-05	12660.6
10	2.10795e-05	2.8221e-05	12048.3
11	2.8221e-05	3.76281e-05	10822.9
12	3.76281e-05	5.00196e-05	9344
13	5.00196e-05	6.63423e-05	7898.7
14	6.63423e-05	8.78434e-05	6651.45
15	8.78434e-05	0.000116166	5632.27
16	0.000116166	0.000153473	4816.95
17	0.000153473	0.000202616	4158.92
18	0.000202616	0.00026735	3586.06
19	0.00026735	0.000352621	3032.05
20	0.000352621	0.000464943	2477.67
21	0.000464943	0.0006129	1954.15
22	0.0006129	0.000807795	1503.31
23	0.000807795	0.00106452	1147.66
24	0.00106452	0.00140269	883.082
25	0.00140269	0.00184815	693.34
26	0.00184815	0.00243493	563.607
27	0.00243493	0.00320786	453.378
28	0.00320786	0.004226	453.378
29	0.004226	0.00556715	67.1415
30	0.00556715	0.00733377	67.1415
31	0.00733377	inf	67.1415
