time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.06856e-07	1.24228
1	4.06856e-07	9.4924e-07	1.24228
2	9.4924e-07	1.67229e-06	207.768
3	1.67229e-06	2.6362e-06	351.969
4	2.6362e-06	3.9212e-06	345.373
5	3.9212e-06	5.63423e-06	743.137
6	5.63423e-06	7.91789e-06	1423.26
7	7.91789e-06	1.09622e-05	1839.58
8	1.09622e-05	1.50207e-05	2103.84
9	1.50207e-05	2.04311e-05	2408.63
10	2.04311e-05	2.76436e-05	2702.07
11	2.76436e-05	3.72588e-05	2878.46
12	3.72588e-05	5.00768e-05	2935.6
13	5.00768e-05	6.71646e-05	2953.26
14	6.71646e-05	8.99444e-05	2994.52
15	8.99444e-05	0.000120312	3071.11
16	0.000120312	0.000160796	3160.75
17	0.000160796	0.000214765	3218.42
18	0.000214765	0.000286712	3197.28
19	0.000286712	0.000382625	3076.29
20	0.000382625	0.000510486	2839.85
21	0.000510486	0.00068094	2495.97
22	0.00068094	0.000908172	2074.46
23	0.000908172	0.0012111	1628.4
24	0.0012111	0.00161493	1216.52
25	0.00161493	0.00215328	879.786
26	0.00215328	0.00287096	628.931
27	0.00287096	0.0038277	388.243
28	0.0038277	0.00510314	388.243
29	0.00510314	0.00680344	85.7015
30	0.00680344	0.00907012	85.7015
31	0.00907012	inf	85.7015
