time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.45713e-07	1.48977
1	3.45713e-07	8.06584e-07	1.48977
2	8.06584e-07	1.42098e-06	429.512
3	1.42098e-06	2.24002e-06	1646.16
4	2.24002e-06	3.33191e-06	2721.95
5	3.33191e-06	4.7875e-06	3036.05
6	4.7875e-06	6.72796e-06	3608.16
7	6.72796e-06	9.3148e-06	4898.87
8	9.3148e-06	1.27633e-05	6644
9	1.27633e-05	1.73606e-05	7945.36
10	1.73606e-05	2.34893e-05	8224.41
11	2.34893e-05	3.16594e-05	7703.34
12	3.16594e-05	4.25511e-05	6878.53
13	4.25511e-05	5.70709e-05	6080.24
14	5.70709e-05	7.64273e-05	5427.69
15	7.64273e-05	0.000102231	4913.84
16	0.000102231	0.000136631	4472.48
17	0.000136631	0.00018249	4029
18	0.00018249	0.000243624	3555.13
19	0.000243624	0.000325122	3065.12
20	0.000325122	0.000433769	2586.37
21	0.000433769	0.000578606	2143.48
22	0.000578606	0.000771689	1746.83
23	0.000771689	0.00102909	1395.4
24	0.00102909	0.00137223	1092.01
25	0.00137223	0.00182968	843.652
26	0.00182968	0.0024395	653.192
27	0.0024395	0.00325246	463.535
28	0.00325246	0.00433622	463.535
29	0.00433622	0.005781	69.6139
30	0.005781	0.00770703	69.6139
31	0.00770703	inf	69.6139
