time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.39239e-07	1.53314
1	3.39239e-07	7.9148e-07	1.53314
2	7.9148e-07	1.39437e-06	298.47
3	1.39437e-06	2.19808e-06	1246.44
4	2.19808e-06	3.26951e-06	1995.7
5	3.26951e-06	4.69785e-06	2634.38
6	4.69785e-06	6.60197e-06	3955.11
7	6.60197e-06	9.14037e-06	5907.42
8	9.14037e-06	1.25243e-05	7868.77
9	1.25243e-05	1.70355e-05	8982.27
10	1.70355e-05	2.30494e-05	8862.39
11	2.30494e-05	3.10665e-05	7977.77
12	3.10665e-05	4.17543e-05	6935.87
13	4.17543e-05	5.60021e-05	6035.95
14	5.60021e-05	7.49961e-05	5352.05
15	7.49961e-05	0.000100317	4849.22
16	0.000100317	0.000134073	4435.12
17	0.000134073	0.000179072	4021.61
18	0.000179072	0.000239062	3569.98
19	0.000239062	0.000319034	3091.99
20	0.000319034	0.000425646	2618.44
21	0.000425646	0.00056777	2175.32
22	0.00056777	0.000757238	1775
23	0.000757238	0.00100982	1417.52
24	0.00100982	0.00134653	1103.24
25	0.00134653	0.00179541	838.931
26	0.00179541	0.00239382	630.918
27	0.00239382	0.00319155	414.947
28	0.00319155	0.00425502	414.947
29	0.00425502	0.00567274	116.784
30	0.00567274	0.00756271	116.784
31	0.00756271	inf	116.784
