time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.02926e-07	1.25264
1	4.02926e-07	9.40071e-07	1.25264
2	9.40071e-07	1.65614e-06	214.985
3	1.65614e-06	2.61074e-06	482.568
4	2.61074e-06	3.88332e-06	264.415
5	3.88332e-06	5.57981e-06	553.138
6	5.57981e-06	7.84141e-06	1252.03
7	7.84141e-06	1.08564e-05	1681.64
8	1.08564e-05	1.48756e-05	2030.26
9	1.48756e-05	2.02337e-05	2396.15
10	2.02337e-05	2.73766e-05	2693.33
11	2.73766e-05	3.68989e-05	2903.08
12	3.68989e-05	4.95931e-05	3029.06
13	4.95931e-05	6.65158e-05	3099.96
14	6.65158e-05	8.90756e-05	3152.86
15	8.90756e-05	0.00011915	3206.21
16	0.00011915	0.000159243	3254.63
17	0.000159243	0.000212691	3272.02
18	0.000212691	0.000283943	3226.99
19	0.000283943	0.000378929	3093.64
20	0.000378929	0.000505555	2854.56
21	0.000505555	0.000674362	2510.31
22	0.000674362	0.0008994	2087.41
23	0.0008994	0.0011994	1637.37
24	0.0011994	0.00159933	1223.11
25	0.00159933	0.00213248	888.928
26	0.00213248	0.00284323	643.271
27	0.00284323	0.00379073	407.491
28	0.00379073	0.00505385	407.491
29	0.00505385	0.00673773	45.8419
30	0.00673773	0.00898251	45.8419
31	0.00898251	inf	45.8419
