time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.50275e-07	27.7367
1	4.50275e-07	1.0434e-06	27.7367
2	1.0434e-06	1.82469e-06	1413.35
3	1.82469e-06	2.85385e-06	2820.46
4	2.85385e-06	4.2095e-06	4190.1
5	4.2095e-06	5.99524e-06	6182.68
6	5.99524e-06	8.34749e-06	8642.17
7	8.34749e-06	1.1446e-05	10901.9
8	1.1446e-05	1.55275e-05	12377.2
9	1.55275e-05	2.09039e-05	12755.9
10	2.09039e-05	2.79859e-05	12155
11	2.79859e-05	3.73146e-05	10941.3
12	3.73146e-05	4.96029e-05	9491.13
13	4.96029e-05	6.57896e-05	8063.99
14	6.57896e-05	8.71115e-05	6802.67
15	8.71115e-05	0.000115198	5756.81
16	0.000115198	0.000152194	4916.46
17	0.000152194	0.000200928	4236.65
18	0.000200928	0.000265123	3644.2
19	0.000265123	0.000349683	3071
20	0.000349683	0.000461069	2498.55
21	0.000461069	0.000607793	1962.3
22	0.000607793	0.000801065	1506.81
23	0.000801065	0.00105565	1152.31
24	0.00105565	0.00139101	891.712
25	0.00139101	0.00183275	706.665
26	0.00183275	0.00241464	581.34
27	0.00241464	0.00318113	482.426
28	0.00318113	0.00419079	482.426
29	0.00419079	0.00552077	66.2175
30	0.00552077	0.00727267	66.2175
31	0.00727267	inf	66.2175
