time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.41371e-07	1.14865
1	4.41371e-07	1.02977e-06	1.14865
2	1.02977e-06	1.81416e-06	10.0554
3	1.81416e-06	2.85984e-06	33.2563
4	2.85984e-06	4.25384e-06	183.452
5	4.25384e-06	6.1122e-06	586.289
6	6.1122e-06	8.58959e-06	1036.98
7	8.58959e-06	1.18922e-05	1353.01
8	1.18922e-05	1.6295e-05	1512.28
9	1.6295e-05	2.21643e-05	1744.18
10	2.21643e-05	2.99887e-05	2038.69
11	2.99887e-05	4.04196e-05	2250.04
12	4.04196e-05	5.4325e-05	2369.73
13	5.4325e-05	7.28624e-05	2466.62
14	7.28624e-05	9.75747e-05	2576.19
15	9.75747e-05	0.000130519	2690.53
16	0.000130519	0.000174437	2784.56
17	0.000174437	0.000232985	2834.1
18	0.000232985	0.000311035	2821.1
19	0.000311035	0.000415084	2726.89
20	0.000415084	0.000553792	2531.95
21	0.000553792	0.000738706	2230.43
22	0.000738706	0.000985215	1847.21
23	0.000985215	0.00131384	1436.86
24	0.00131384	0.00175193	1059.85
25	0.00175193	0.00233595	756.57
26	0.00233595	0.00311451	536.818
27	0.00311451	0.00415242	337.033
28	0.00415242	0.00553606	337.033
29	0.00553606	0.0073806	74.3886
30	0.0073806	0.00983957	74.3886
31	0.00983957	inf	74.3886
