time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.52952e-07	1.99532
1	2.52952e-07	5.90164e-07	1.99532
2	5.90164e-07	1.0397e-06	1.99638
3	1.0397e-06	1.63899e-06	117.117
4	1.63899e-06	2.4379e-06	774.207
5	2.4379e-06	3.50293e-06	1606.33
6	3.50293e-06	4.92274e-06	3080.4
7	4.92274e-06	6.81549e-06	5327.03
8	6.81549e-06	9.33872e-06	7608.03
9	9.33872e-06	1.27025e-05	9300.38
10	1.27025e-05	1.71867e-05	10400.7
11	1.71867e-05	2.31647e-05	10996.3
12	2.31647e-05	3.11339e-05	11002.4
13	3.11339e-05	4.17578e-05	10383.3
14	4.17578e-05	5.59206e-05	9335.82
15	5.59206e-05	7.4801e-05	8160.31
16	7.4801e-05	9.99707e-05	7070.9
17	9.99707e-05	0.000133525	6132.03
18	0.000133525	0.000178256	5299
19	0.000178256	0.000237887	4511.35
20	0.000237887	0.000317381	3739.67
21	0.000317381	0.000423356	2993.72
22	0.000423356	0.000564632	2319
23	0.000564632	0.000752968	1762.53
24	0.000752968	0.00100404	1340.88
25	0.00100404	0.00133874	1043.08
26	0.00133874	0.00178494	848.899
27	0.00178494	0.00237977	745.648
28	0.00237977	0.00317274	745.648
29	0.00317274	0.00422986	47.1296
30	0.00422986	0.00563911	47.1296
31	0.00563911	inf	47.1296
