time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.55961e-07	1.97316
1	2.55961e-07	5.97185e-07	1.97316
2	5.97185e-07	1.05207e-06	1.97785
3	1.05207e-06	1.65849e-06	156.34
4	1.65849e-06	2.4669e-06	1052.95
5	2.4669e-06	3.5446e-06	2209.03
6	3.5446e-06	4.98129e-06	3898.37
7	4.98129e-06	6.89656e-06	5997.49
8	6.89656e-06	9.44981e-06	7837.42
9	9.44981e-06	1.28536e-05	9209.44
10	1.28536e-05	1.73911e-05	10219.8
11	1.73911e-05	2.34402e-05	10796.2
12	2.34402e-05	3.15043e-05	10758.6
13	3.15043e-05	4.22545e-05	10097.7
14	4.22545e-05	5.65858e-05	9061.37
15	5.65858e-05	7.56908e-05	7937.96
16	7.56908e-05	0.00010116	6908.12
17	0.00010116	0.000135113	6009.6
18	0.000135113	0.000180376	5202.98
19	0.000180376	0.000240716	4437.77
20	0.000240716	0.000321157	3686.25
21	0.000321157	0.000428392	2956.35
22	0.000428392	0.000571348	2292.18
23	0.000571348	0.000761924	1739.53
24	0.000761924	0.00101598	1315.73
25	0.00101598	0.00135467	1011.2
26	0.00135467	0.00180618	802.784
27	0.00180618	0.00240808	623.038
28	0.00240808	0.00321048	623.038
29	0.00321048	0.00428017	76.6391
30	0.00428017	0.00570619	76.6391
31	0.00570619	inf	76.6391
