time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.00785e-07	1.25933
1	4.00785e-07	9.35074e-07	1.25933
2	9.35074e-07	1.64734e-06	92.791
3	1.64734e-06	2.59686e-06	383.052
4	2.59686e-06	3.86268e-06	347.209
5	3.86268e-06	5.55015e-06	812.513
6	5.55015e-06	7.79973e-06	1780.7
7	7.79973e-06	1.07987e-05	2155.59
8	1.07987e-05	1.47965e-05	2315.66
9	1.47965e-05	2.01262e-05	2532.25
10	2.01262e-05	2.72311e-05	2714.98
11	2.72311e-05	3.67028e-05	2819.96
12	3.67028e-05	4.93295e-05	2890.52
13	4.93295e-05	6.61623e-05	2976.69
14	6.61623e-05	8.86022e-05	3085.27
15	8.86022e-05	0.000118517	3195.07
16	0.000118517	0.000158397	3280.69
17	0.000158397	0.00021156	3314.01
18	0.00021156	0.000282433	3270.7
19	0.000282433	0.000376914	3132.76
20	0.000376914	0.000502868	2890.43
21	0.000502868	0.000670778	2545.22
22	0.000670778	0.000894619	2118.85
23	0.000894619	0.00119302	1660.51
24	0.00119302	0.00159083	1234.2
25	0.00159083	0.00212115	886.706
26	0.00212115	0.00282811	629.355
27	0.00282811	0.00377058	384.189
28	0.00377058	0.00502699	384.189
29	0.00502699	0.00670191	85.1455
30	0.00670191	0.00893476	85.1455
31	0.00893476	inf	85.1455
