time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.86808e-07	11.9741
1	3.86808e-07	9.02464e-07	11.9741
2	9.02464e-07	1.58989e-06	413.63
3	1.58989e-06	2.5063e-06	1041.83
4	2.5063e-06	3.72797e-06	1871.41
5	3.72797e-06	5.35659e-06	2932.97
6	5.35659e-06	7.52772e-06	4255.45
7	7.52772e-06	1.04221e-05	5824.61
8	1.04221e-05	1.42805e-05	7279.56
9	1.42805e-05	1.94243e-05	7935.77
10	1.94243e-05	2.62814e-05	7637.36
11	2.62814e-05	3.54228e-05	6813.84
12	3.54228e-05	4.76092e-05	5916.09
13	4.76092e-05	6.38549e-05	5154.17
14	6.38549e-05	8.55122e-05	4558.74
15	8.55122e-05	0.000114384	4080.19
16	0.000114384	0.000152873	3654.28
17	0.000152873	0.000204182	3243.52
18	0.000204182	0.000272584	2842.71
19	0.000272584	0.00036377	2459.49
20	0.00036377	0.000485331	2098.11
21	0.000485331	0.000647385	1758.1
22	0.000647385	0.00086342	1438.94
23	0.00086342	0.00115142	1144.24
24	0.00115142	0.00153535	883.428
25	0.00153535	0.00204717	668.543
26	0.00204717	0.00272949	505.928
27	0.00272949	0.00363908	351.187
28	0.00363908	0.00485168	351.187
29	0.00485168	0.00646819	136.482
30	0.00646819	0.00862317	136.482
31	0.00862317	inf	136.482
