time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.88757e-07	1.30405
1	3.88757e-07	9.07012e-07	1.30405
2	9.07012e-07	1.5979e-06	110.239
3	1.5979e-06	2.51893e-06	883.108
4	2.51893e-06	3.74676e-06	1888.72
5	3.74676e-06	5.38359e-06	2951.95
6	5.38359e-06	7.56566e-06	4313.86
7	7.56566e-06	1.04746e-05	6013.35
8	1.04746e-05	1.43525e-05	7574.98
9	1.43525e-05	1.95222e-05	8252.6
10	1.95222e-05	2.64139e-05	7874.98
11	2.64139e-05	3.56013e-05	6935.54
12	3.56013e-05	4.78491e-05	5943.93
13	4.78491e-05	6.41768e-05	5126.94
14	6.41768e-05	8.59432e-05	4504.37
15	8.59432e-05	0.00011496	4018.05
16	0.00011496	0.000153643	3598.22
17	0.000153643	0.000205211	3201.58
18	0.000205211	0.000273958	2816.35
19	0.000273958	0.000365603	2445.36
20	0.000365603	0.000487777	2092.35
21	0.000487777	0.000650648	1756.04
22	0.000650648	0.000867772	1436.51
23	0.000867772	0.00115722	1140.6
24	0.00115722	0.00154309	881.521
25	0.00154309	0.00205749	671.245
26	0.00205749	0.00274324	514.05
27	0.00274324	0.00365743	365.519
28	0.00365743	0.00487613	365.519
29	0.00487613	0.00650079	114.155
30	0.00650079	0.00866664	114.155
31	0.00866664	inf	114.155
