time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.50419e-07	1.44964
1	3.50419e-07	8.17564e-07	1.44964
2	8.17564e-07	1.44032e-06	149.653
3	1.44032e-06	2.27052e-06	1378.18
4	2.27052e-06	3.37726e-06	2229.73
5	3.37726e-06	4.85267e-06	2453.77
6	4.85267e-06	6.81954e-06	3206.83
7	6.81954e-06	9.4416e-06	4813.23
8	9.4416e-06	1.29371e-05	6788.27
9	1.29371e-05	1.75969e-05	8153.69
10	1.75969e-05	2.3809e-05	8365.22
11	2.3809e-05	3.20904e-05	7714.95
12	3.20904e-05	4.31303e-05	6778.67
13	4.31303e-05	5.78477e-05	5919.89
14	5.78477e-05	7.74676e-05	5256.52
15	7.74676e-05	0.000103623	4762.83
16	0.000103623	0.000138491	4350.81
17	0.000138491	0.000184974	3937.16
18	0.000184974	0.00024694	3485.58
19	0.00024694	0.000329548	3010.91
20	0.000329548	0.000439673	2546.48
21	0.000439673	0.000586482	2115.02
22	0.000586482	0.000782193	1723.18
23	0.000782193	0.0010431	1371.73
24	0.0010431	0.00139091	1066.33
25	0.00139091	0.00185458	815.36
26	0.00185458	0.00247271	622.35
27	0.00247271	0.00329674	429.128
28	0.00329674	0.00439525	429.128
29	0.00439525	0.00585969	77.4179
30	0.00585969	0.00781194	77.4179
31	0.00781194	inf	77.4179
