time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.44902e-07	1.47604
1	3.44902e-07	8.04693e-07	1.47604
2	8.04693e-07	1.41764e-06	357.368
3	1.41764e-06	2.23477e-06	1522.8
4	2.23477e-06	3.32409e-06	2353.22
5	3.32409e-06	4.77627e-06	2821.45
6	4.77627e-06	6.71219e-06	3855.12
7	6.71219e-06	9.29296e-06	5562.89
8	9.29296e-06	1.27334e-05	7381.92
9	1.27334e-05	1.73199e-05	8485.54
10	1.73199e-05	2.34342e-05	8555.63
11	2.34342e-05	3.15852e-05	7902.97
12	3.15852e-05	4.24513e-05	6979.98
13	4.24513e-05	5.69371e-05	6106.67
14	5.69371e-05	7.62481e-05	5411.52
15	7.62481e-05	0.000101992	4880.25
16	0.000101992	0.000136311	4435.26
17	0.000136311	0.000182062	4002.11
18	0.000182062	0.000243053	3542.37
19	0.000243053	0.00032436	3059.08
20	0.00032436	0.000432752	2581.03
21	0.000432752	0.000577249	2138.47
22	0.000577249	0.00076988	1744.49
23	0.00076988	0.00102668	1398.03
24	0.00102668	0.00136901	1098.74
25	0.00136901	0.00182539	851.324
26	0.00182539	0.00243378	660.835
27	0.00243378	0.00324484	475.542
28	0.00324484	0.00432606	475.542
29	0.00432606	0.00576744	67.5758
30	0.00576744	0.00768896	67.5758
31	0.00768896	inf	67.5758
