time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.94367e-07	1.28092
1	3.94367e-07	9.201e-07	1.28092
2	9.201e-07	1.62096e-06	34.7485
3	1.62096e-06	2.55528e-06	543.539
4	2.55528e-06	3.80083e-06	1475.77
5	3.80083e-06	5.46127e-06	2386.12
6	5.46127e-06	7.67483e-06	3598.89
7	7.67483e-06	1.06257e-05	5360.02
8	1.06257e-05	1.45596e-05	7035.06
9	1.45596e-05	1.98039e-05	7738.07
10	1.98039e-05	2.67951e-05	7410.22
11	2.67951e-05	3.6115e-05	6561.36
12	3.6115e-05	4.85396e-05	5669.68
13	4.85396e-05	6.51028e-05	4948.76
14	6.51028e-05	8.71834e-05	4399.4
15	8.71834e-05	0.000116619	3955.68
16	0.000116619	0.00015586	3556.27
17	0.00015586	0.000208173	3168.01
18	0.000208173	0.000277911	2785.42
19	0.000277911	0.000370879	2415.9
20	0.000370879	0.000494816	2064.45
21	0.000494816	0.000660036	1730.72
22	0.000660036	0.000880294	1414.45
23	0.000880294	0.00117392	1121.49
24	0.00117392	0.00156535	863.988
25	0.00156535	0.00208718	654.111
26	0.00208718	0.00278283	497.344
27	0.00278283	0.0037102	352.047
28	0.0037102	0.00494649	352.047
29	0.00494649	0.00659459	130.57
30	0.00659459	0.00879169	130.57
31	0.00879169	inf	130.57
