time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.41649e-07	4.36325
1	3.41649e-07	7.97103e-07	4.36325
2	7.97103e-07	1.40427e-06	575.952
3	1.40427e-06	2.21369e-06	1179.73
4	2.21369e-06	3.29274e-06	1856.09
5	3.29274e-06	4.73122e-06	2507.64
6	4.73122e-06	6.64888e-06	3630.99
7	6.64888e-06	9.20531e-06	5428.54
8	9.20531e-06	1.26133e-05	7402.06
9	1.26133e-05	1.71565e-05	8623.5
10	1.71565e-05	2.32132e-05	8716.79
11	2.32132e-05	3.12873e-05	8071.69
12	3.12873e-05	4.20509e-05	7185.79
13	4.20509e-05	5.64e-05	6339.32
14	5.64e-05	7.55289e-05	5637.4
15	7.55289e-05	0.00010103	5069.06
16	0.00010103	0.000135025	4566
17	0.000135025	0.000180345	4071.09
18	0.000180345	0.00024076	3565.15
19	0.00024076	0.000321301	3060.83
20	0.000321301	0.00042867	2581.85
21	0.00042867	0.000571804	2145.49
22	0.000571804	0.000762618	1753.17
23	0.000762618	0.00101699	1400.19
24	0.00101699	0.0013561	1090.08
25	0.0013561	0.00180817	832.577
26	0.00180817	0.00241083	634.12
27	0.00241083	0.00321423	435.327
28	0.00321423	0.00428525	435.327
29	0.00428525	0.00571304	85.449
30	0.00571304	0.00761644	85.449
31	0.00761644	inf	85.449
