time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.97993e-07	1.26849
1	3.97993e-07	9.2856e-07	1.26849
2	9.2856e-07	1.63586e-06	146.114
3	1.63586e-06	2.57877e-06	923.868
4	2.57877e-06	3.83577e-06	1656.54
5	3.83577e-06	5.51149e-06	2589.58
6	5.51149e-06	7.7454e-06	4081.11
7	7.7454e-06	1.07234e-05	5694.38
8	1.07234e-05	1.46935e-05	6904.42
9	1.46935e-05	1.9986e-05	7327.15
10	1.9986e-05	2.70414e-05	6994.88
11	2.70414e-05	3.64471e-05	6258.01
12	3.64471e-05	4.89859e-05	5469.94
13	4.89859e-05	6.57014e-05	4808.53
14	6.57014e-05	8.7985e-05	4296.39
15	8.7985e-05	0.000117691	3883.75
16	0.000117691	0.000157293	3507.4
17	0.000157293	0.000210087	3135.72
18	0.000210087	0.000280466	2765.43
19	0.000280466	0.000374289	2403.75
20	0.000374289	0.000499365	2058.92
21	0.000499365	0.000666105	1733.18
22	0.000666105	0.000888388	1424.7
23	0.000888388	0.00118471	1137.41
24	0.00118471	0.00157975	884.107
25	0.00157975	0.00210637	678.24
26	0.00210637	0.00280842	525.658
27	0.00280842	0.00374432	386.723
28	0.00374432	0.00499197	386.723
29	0.00499197	0.00665523	82.13
30	0.00665523	0.00887253	82.13
31	0.00887253	inf	82.13
