time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.89968e-07	1.2946
1	3.89968e-07	9.09836e-07	1.2946
2	9.09836e-07	1.60288e-06	171.589
3	1.60288e-06	2.52677e-06	1056.06
4	2.52677e-06	3.75843e-06	2120.18
5	3.75843e-06	5.40035e-06	3425.47
6	5.40035e-06	7.58921e-06	5033.46
7	7.58921e-06	1.05072e-05	6580.06
8	1.05072e-05	1.43972e-05	7717.01
9	1.43972e-05	1.9583e-05	8046.53
10	1.9583e-05	2.64961e-05	7533.43
11	2.64961e-05	3.57122e-05	6606.49
12	3.57122e-05	4.79981e-05	5679.31
13	4.79981e-05	6.43765e-05	4936.73
14	6.43765e-05	8.62108e-05	4379.93
15	8.62108e-05	0.000115318	3943.21
16	0.000115318	0.000154121	3557.47
17	0.000154121	0.00020585	3180.95
18	0.00020585	0.00027481	2803.76
19	0.00027481	0.000366742	2432.72
20	0.000366742	0.000489296	2078.42
21	0.000489296	0.000652673	1745.46
22	0.000652673	0.000870473	1434.12
23	0.000870473	0.00116082	1148.18
24	0.00116082	0.00154789	899.713
25	0.00154789	0.0020639	701.745
26	0.0020639	0.00275178	559.591
27	0.00275178	0.00366881	440.747
28	0.00366881	0.00489131	440.747
29	0.00489131	0.00652103	70.6166
30	0.00652103	0.00869362	70.6166
31	0.00869362	inf	70.6166
