time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.48021e-07	1.47898
1	3.48021e-07	8.1197e-07	1.47898
2	8.1197e-07	1.43046e-06	440.491
3	1.43046e-06	2.25498e-06	2427.96
4	2.25498e-06	3.35415e-06	3063.58
5	3.35415e-06	4.81947e-06	2821.37
6	4.81947e-06	6.77289e-06	3409.04
7	6.77289e-06	9.377e-06	4987.63
8	9.377e-06	1.28486e-05	6899.45
9	1.28486e-05	1.74765e-05	8118.33
10	1.74765e-05	2.36461e-05	8222.17
11	2.36461e-05	3.18708e-05	7557.69
12	3.18708e-05	4.28352e-05	6647.83
13	4.28352e-05	5.74519e-05	5829.23
14	5.74519e-05	7.69376e-05	5215.96
15	7.69376e-05	0.000102914	4765.6
16	0.000102914	0.000137543	4376.86
17	0.000137543	0.000183708	3965.91
18	0.000183708	0.000245251	3507.88
19	0.000245251	0.000327293	3027.08
20	0.000327293	0.000436665	2558.87
21	0.000436665	0.000582469	2124.62
22	0.000582469	0.000776842	1729.12
23	0.000776842	0.00103596	1372.96
24	0.00103596	0.00138139	1062.48
25	0.00138139	0.0018419	806.035
26	0.0018419	0.00245579	607.154
27	0.00245579	0.00327418	402.854
28	0.00327418	0.00436518	402.854
29	0.00436518	0.0058196	105.57
30	0.0058196	0.0077585	105.57
31	0.0077585	inf	105.57
