time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.47108e-07	1.46841
1	3.47108e-07	8.0984e-07	1.46841
2	8.0984e-07	1.42671e-06	464.25
3	1.42671e-06	2.24907e-06	2069.91
4	2.24907e-06	3.34535e-06	2781.36
5	3.34535e-06	4.80682e-06	2749.59
6	4.80682e-06	6.75512e-06	3439.35
7	6.75512e-06	9.3524e-06	5136.84
8	9.3524e-06	1.28149e-05	7127.59
9	1.28149e-05	1.74307e-05	8253.82
10	1.74307e-05	2.35841e-05	8206.56
11	2.35841e-05	3.17872e-05	7497.47
12	3.17872e-05	4.27228e-05	6643.76
13	4.27228e-05	5.73012e-05	5888.31
14	5.73012e-05	7.67357e-05	5294.1
15	7.67357e-05	0.000102644	4828.98
16	0.000102644	0.000137183	4417.12
17	0.000137183	0.000183226	3991.17
18	0.000183226	0.000244607	3526.9
19	0.000244607	0.000326435	3044.88
20	0.000326435	0.000435519	2576.14
21	0.000435519	0.000580941	2142
22	0.000580941	0.000774804	1749.33
23	0.000774804	0.00103324	1396.82
24	0.00103324	0.00137777	1088.5
25	0.00137777	0.00183706	832.891
26	0.00183706	0.00244935	634.824
27	0.00244935	0.00326559	437.64
28	0.00326559	0.00435373	437.64
29	0.00435373	0.00580433	73.429
30	0.00580433	0.00773814	73.429
31	0.00773814	inf	73.429
