time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.41336e-07	1.49917
1	3.41336e-07	7.96372e-07	1.49917
2	7.96372e-07	1.40299e-06	295.372
3	1.40299e-06	2.21166e-06	1316.41
4	2.21166e-06	3.28972e-06	2364.3
5	3.28972e-06	4.72689e-06	3028.73
6	4.72689e-06	6.64278e-06	4131.64
7	6.64278e-06	9.19687e-06	5845.98
8	9.19687e-06	1.26017e-05	7524.33
9	1.26017e-05	1.71408e-05	8407.83
10	1.71408e-05	2.31919e-05	8283.34
11	2.31919e-05	3.12586e-05	7564.44
12	3.12586e-05	4.20124e-05	6717.87
13	4.20124e-05	5.63483e-05	5959.05
14	5.63483e-05	7.54596e-05	5354.25
15	7.54596e-05	0.000100937	4885.04
16	0.000100937	0.000134901	4481.06
17	0.000134901	0.000180179	4068.79
18	0.000180179	0.000240539	3610.61
19	0.000240539	0.000321006	3118.87
20	0.000321006	0.000428277	2630.86
21	0.000428277	0.00057128	2178.47
22	0.00057128	0.000761919	1773.14
23	0.000761919	0.00101606	1410.86
24	0.00101606	0.00135486	1091.36
25	0.00135486	0.00180651	824.036
26	0.00180651	0.00240862	617.502
27	0.00240862	0.00321128	412.486
28	0.00321128	0.00428133	412.486
29	0.00428133	0.00570781	91.4054
30	0.00570781	0.00760946	91.4054
31	0.00760946	inf	91.4054
