time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.47995e-07	1.45614
1	3.47995e-07	8.1191e-07	1.45614
2	8.1191e-07	1.43036e-06	209.437
3	1.43036e-06	2.25482e-06	1148.97
4	2.25482e-06	3.35391e-06	1581.14
5	3.35391e-06	4.81911e-06	1939.03
6	4.81911e-06	6.77238e-06	3021.05
7	6.77238e-06	9.37631e-06	4941.83
8	9.37631e-06	1.28476e-05	7007.08
9	1.28476e-05	1.74752e-05	8198.67
10	1.74752e-05	2.36444e-05	8221.44
11	2.36444e-05	3.18685e-05	7532.41
12	3.18685e-05	4.28321e-05	6651.9
13	4.28321e-05	5.74477e-05	5859.59
14	5.74477e-05	7.69319e-05	5249.62
15	7.69319e-05	0.000102906	4794.86
16	0.000102906	0.000137533	4401.48
17	0.000137533	0.000183695	3988.54
18	0.000183695	0.000245233	3528.91
19	0.000245233	0.000327269	3044.46
20	0.000327269	0.000436633	2571.22
21	0.000436633	0.000582426	2134.54
22	0.000582426	0.000776784	1741.48
23	0.000776784	0.00103588	1389.62
24	0.00103588	0.00138129	1082.16
25	0.00138129	0.00184176	828.507
26	0.00184176	0.00245561	634.78
27	0.00245561	0.00327394	441.295
28	0.00327394	0.00436486	441.295
29	0.00436486	0.00581917	85.0633
30	0.00581917	0.00775792	85.0633
31	0.00775792	inf	85.0633
