time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.54516e-07	1.67277
1	3.54516e-07	8.27123e-07	1.67277
2	8.27123e-07	1.45716e-06	396.675
3	1.45716e-06	2.29707e-06	1238.18
4	2.29707e-06	3.41675e-06	2030.2
5	3.41675e-06	4.90941e-06	2544.56
6	4.90941e-06	6.89928e-06	3327.62
7	6.89928e-06	9.55199e-06	4726.91
8	9.55199e-06	1.30883e-05	6399.03
9	1.30883e-05	1.78027e-05	7518.93
10	1.78027e-05	2.40874e-05	7661.65
11	2.40874e-05	3.24656e-05	7102.43
12	3.24656e-05	4.36346e-05	6317.92
13	4.36346e-05	5.85241e-05	5608.26
14	5.85241e-05	7.83734e-05	5071.25
15	7.83734e-05	0.000104835	4672.64
16	0.000104835	0.00014011	4317.79
17	0.00014011	0.000187137	3929.65
18	0.000187137	0.000249827	3489.74
19	0.000249827	0.000333401	3022.38
20	0.000333401	0.000444814	2559.7
21	0.000444814	0.000593339	2124.93
22	0.000593339	0.000791339	1726.75
23	0.000791339	0.00105529	1367.85
24	0.00105529	0.00140717	1055.48
25	0.00140717	0.00187627	798.139
26	0.00187627	0.00250162	599.48
27	0.00250162	0.00333528	401.228
28	0.00333528	0.00444664	401.228
29	0.00444664	0.0059282	88.0376
30	0.0059282	0.00790328	88.0376
31	0.00790328	inf	88.0376
