time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.43611e-07	5.49034
1	3.43611e-07	8.01682e-07	5.49034
2	8.01682e-07	1.41234e-06	831.595
3	1.41234e-06	2.22641e-06	1414.45
4	2.22641e-06	3.31165e-06	2082.5
5	3.31165e-06	4.7584e-06	2653.1
6	4.7584e-06	6.68707e-06	3520.01
7	6.68707e-06	9.25819e-06	4982.66
8	9.25819e-06	1.26858e-05	6712.51
9	1.26858e-05	1.72551e-05	7944.46
10	1.72551e-05	2.33465e-05	8227.25
11	2.33465e-05	3.1467e-05	7764.75
12	3.1467e-05	4.22925e-05	6978.64
13	4.22925e-05	5.6724e-05	6171.98
14	5.6724e-05	7.59628e-05	5503.81
15	7.59628e-05	0.00010161	4984.35
16	0.00010161	0.000135801	4532.45
17	0.000135801	0.00018138	4071.1
18	0.00018138	0.000242143	3574.4
19	0.000242143	0.000323146	3062.08
20	0.000323146	0.000431132	2569.53
21	0.000431132	0.000575089	2123.53
22	0.000575089	0.000766999	1731.19
23	0.000766999	0.00102283	1390.29
24	0.00102283	0.00136389	1102.88
25	0.00136389	0.00181856	876.033
26	0.00181856	0.00242467	716.965
27	0.00242467	0.00323269	678.604
28	0.00323269	0.00430987	678.604
29	0.00430987	0.00574586	25.9973
30	0.00574586	0.00766019	25.9973
31	0.00766019	inf	25.9973
