time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.45501e-07	1.63841
1	3.45501e-07	8.06091e-07	1.63841
2	8.06091e-07	1.42011e-06	416.715
3	1.42011e-06	2.23866e-06	1050.73
4	2.23866e-06	3.32987e-06	1877.2
5	3.32987e-06	4.78457e-06	2551.42
6	4.78457e-06	6.72385e-06	3593.73
7	6.72385e-06	9.30911e-06	5291.7
8	9.30911e-06	1.27555e-05	7114.49
9	1.27555e-05	1.735e-05	8191.55
10	1.735e-05	2.34749e-05	8228.9
11	2.34749e-05	3.16401e-05	7606.85
12	3.16401e-05	4.25251e-05	6774.38
13	4.25251e-05	5.7036e-05	5977.54
14	5.7036e-05	7.63805e-05	5326.46
15	7.63805e-05	0.000102169	4826.12
16	0.000102169	0.000136548	4407.02
17	0.000136548	0.000182378	3991.47
18	0.000182378	0.000243475	3541.62
19	0.000243475	0.000324924	3065.79
20	0.000324924	0.000433503	2592.76
21	0.000433503	0.000578252	2150
22	0.000578252	0.000771217	1750.28
23	0.000771217	0.00102846	1393.49
24	0.00102846	0.00137139	1079.87
25	0.00137139	0.00182856	815.495
26	0.00182856	0.00243801	606.941
27	0.00243801	0.00325047	395.549
28	0.00325047	0.00433357	395.549
29	0.00433357	0.00577746	122.716
30	0.00577746	0.00770232	122.716
31	0.00770232	inf	122.716
