time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.58018e-07	1.9582
1	2.58018e-07	6.01984e-07	1.9582
2	6.01984e-07	1.06053e-06	1.99265
3	1.06053e-06	1.67181e-06	261.387
4	1.67181e-06	2.48672e-06	1483.7
5	2.48672e-06	3.57309e-06	2724.86
6	3.57309e-06	5.02133e-06	4159.2
7	5.02133e-06	6.95198e-06	5808.78
8	6.95198e-06	9.52575e-06	7430.35
9	9.52575e-06	1.29569e-05	8908.17
10	1.29569e-05	1.75309e-05	10119.6
11	1.75309e-05	2.36286e-05	10854.4
12	2.36286e-05	3.17574e-05	10882
13	3.17574e-05	4.25941e-05	10203.8
14	4.25941e-05	5.70405e-05	9108.77
15	5.70405e-05	7.62991e-05	7935.18
16	7.62991e-05	0.000101973	6880.37
17	0.000101973	0.000136199	5979.66
18	0.000136199	0.000181825	5176.87
19	0.000181825	0.000242651	4410.86
20	0.000242651	0.000323738	3654.46
21	0.000323738	0.000431835	2923.72
22	0.000431835	0.00057594	2265.8
23	0.00057594	0.000768047	1720.58
24	0.000768047	0.00102415	1299.38
25	0.00102415	0.00136556	992.794
26	0.00136556	0.00182069	782.726
27	0.00182069	0.00242743	613.778
28	0.00242743	0.00323628	613.778
29	0.00323628	0.00431457	65.8053
30	0.00431457	0.00575204	65.8053
31	0.00575204	inf	65.8053
