time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.5376e-07	2.12714
1	4.5376e-07	1.05147e-06	2.12714
2	1.05147e-06	1.83881e-06	1838.97
3	1.83881e-06	2.87593e-06	4107.27
4	2.87593e-06	4.24208e-06	5371.2
5	4.24208e-06	6.04163e-06	7273.18
6	6.04163e-06	8.41209e-06	9597.04
7	8.41209e-06	1.15346e-05	11431.1
8	1.15346e-05	1.56477e-05	12442.6
9	1.56477e-05	2.10656e-05	12512.3
10	2.10656e-05	2.82024e-05	11773.7
11	2.82024e-05	3.76033e-05	10565.5
12	3.76033e-05	4.99867e-05	9166.64
13	4.99867e-05	6.62987e-05	7789.28
14	6.62987e-05	8.77856e-05	6583.26
15	8.77856e-05	0.000116089	5599.97
16	0.000116089	0.000153372	4813.34
17	0.000153372	0.000202483	4165.41
18	0.000202483	0.000267174	3586.21
19	0.000267174	0.000352389	3022.63
20	0.000352389	0.000464637	2462.7
21	0.000464637	0.000612497	1936.95
22	0.000612497	0.000807264	1487.52
23	0.000807264	0.00106382	1136.19
24	0.00106382	0.00140177	877.863
25	0.00140177	0.00184693	695.318
26	0.00184693	0.00243333	573.977
27	0.00243333	0.00320575	484.695
28	0.00320575	0.00422322	484.695
29	0.00422322	0.00556349	65.7352
30	0.00556349	0.00732895	65.7352
31	0.00732895	inf	65.7352
