time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.4482e-07	1.13944
1	4.4482e-07	1.03781e-06	1.13944
2	1.03781e-06	1.82833e-06	1.13512
3	1.82833e-06	2.88218e-06	12.2452
4	2.88218e-06	4.28708e-06	181.539
5	4.28708e-06	6.15995e-06	606.354
6	6.15995e-06	8.6567e-06	1159.7
7	8.6567e-06	1.19851e-05	1541.48
8	1.19851e-05	1.64223e-05	1602.4
9	1.64223e-05	2.23375e-05	1716.3
10	2.23375e-05	3.0223e-05	1941.11
11	3.0223e-05	4.07354e-05	2143.3
12	4.07354e-05	5.47494e-05	2298.69
13	5.47494e-05	7.34316e-05	2441.49
14	7.34316e-05	9.8337e-05	2575.15
15	9.8337e-05	0.000131539	2683.35
16	0.000131539	0.0001758	2759.31
17	0.0001758	0.000234805	2798.06
18	0.000234805	0.000313465	2783.66
19	0.000313465	0.000418327	2689.92
20	0.000418327	0.000558119	2495.24
21	0.000558119	0.000744477	2198.93
22	0.000744477	0.000992912	1827.25
23	0.000992912	0.0013241	1430.77
24	0.0013241	0.00176562	1069.22
25	0.00176562	0.0023542	782.979
26	0.0023542	0.00313884	579.868
27	0.00313884	0.00418486	406.405
28	0.00418486	0.00557931	406.405
29	0.00557931	0.00743826	31.6761
30	0.00743826	0.00991644	31.6761
31	0.00991644	inf	31.6761
