time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.03208e-07	1.25247
1	4.03208e-07	9.40728e-07	1.25247
2	9.40728e-07	1.6573e-06	179.103
3	1.6573e-06	2.61257e-06	436.502
4	2.61257e-06	3.88604e-06	373.425
5	3.88604e-06	5.58371e-06	838.439
6	5.58371e-06	7.84689e-06	1404.46
7	7.84689e-06	1.0864e-05	1471.67
8	1.0864e-05	1.4886e-05	1849.99
9	1.4886e-05	2.02479e-05	2417.09
10	2.02479e-05	2.73958e-05	2763.01
11	2.73958e-05	3.69247e-05	2910.15
12	3.69247e-05	4.96278e-05	2973.22
13	4.96278e-05	6.65624e-05	3013.03
14	6.65624e-05	8.91379e-05	3068.21
15	8.91379e-05	0.000119234	3147.58
16	0.000119234	0.000159354	3228.22
17	0.000159354	0.00021284	3269.74
18	0.00021284	0.000284141	3235.8
19	0.000284141	0.000379194	3103.55
20	0.000379194	0.000505909	2860.15
21	0.000505909	0.000674834	2507.54
22	0.000674834	0.000900029	2074.81
23	0.000900029	0.00120024	1616.28
24	0.00120024	0.00160045	1194.83
25	0.00160045	0.00213397	855.406
26	0.00213397	0.00284522	608.646
27	0.00284522	0.00379338	388.924
28	0.00379338	0.00505739	388.924
29	0.00505739	0.00674244	212.928
30	0.00674244	0.00898879	212.928
31	0.00898879	inf	212.928
