time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.44006e-07	1.13694
1	4.44006e-07	1.03591e-06	1.13694
2	1.03591e-06	1.82499e-06	1.1372
3	1.82499e-06	2.87691e-06	13.6524
4	2.87691e-06	4.27923e-06	147.952
5	4.27923e-06	6.14868e-06	444.001
6	6.14868e-06	8.64086e-06	871.959
7	8.64086e-06	1.19632e-05	1361.48
8	1.19632e-05	1.63922e-05	1703.95
9	1.63922e-05	2.22966e-05	1882.62
10	2.22966e-05	3.01677e-05	2016.72
11	3.01677e-05	4.06608e-05	2157.65
12	4.06608e-05	5.46492e-05	2310.4
13	5.46492e-05	7.32973e-05	2473.44
14	7.32973e-05	9.81571e-05	2623.44
15	9.81571e-05	0.000131298	2736.03
16	0.000131298	0.000175478	2804.11
17	0.000175478	0.000234375	2827.52
18	0.000234375	0.000312891	2798.26
19	0.000312891	0.000417561	2694.15
20	0.000417561	0.000557098	2492.32
21	0.000557098	0.000743115	2189.55
22	0.000743115	0.000991096	1813.34
23	0.000991096	0.00132168	1417.58
24	0.00132168	0.00176239	1062.72
25	0.00176239	0.00234989	786.825
26	0.00234989	0.0031331	594.658
27	0.0031331	0.0041772	436.308
28	0.0041772	0.0055691	436.308
29	0.0055691	0.00742465	28.8411
30	0.00742465	0.0098983	28.8411
31	0.0098983	inf	28.8411
