time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.01327e-07	1.2576
1	4.01327e-07	9.3634e-07	1.2576
2	9.3634e-07	1.64957e-06	521.509
3	1.64957e-06	2.60038e-06	247.47
4	2.60038e-06	3.86791e-06	156.251
5	3.86791e-06	5.55766e-06	658.173
6	5.55766e-06	7.81029e-06	1651.83
7	7.81029e-06	1.08133e-05	1804.65
8	1.08133e-05	1.48166e-05	1979.44
9	1.48166e-05	2.01534e-05	2315.92
10	2.01534e-05	2.7268e-05	2564.33
11	2.7268e-05	3.67525e-05	2763.91
12	3.67525e-05	4.93963e-05	2928.43
13	4.93963e-05	6.62518e-05	3046.78
14	6.62518e-05	8.87221e-05	3136.11
15	8.87221e-05	0.000118677	3213.48
16	0.000118677	0.000158611	3272.81
17	0.000158611	0.000211847	3291.02
18	0.000211847	0.000282816	3243.03
19	0.000282816	0.000377425	3107.65
20	0.000377425	0.000503549	2869.65
21	0.000503549	0.000671686	2525.64
22	0.000671686	0.00089583	2097.51
23	0.00089583	0.00119464	1639.35
24	0.00119464	0.00159298	1217.57
25	0.00159298	0.00212402	876.524
26	0.00212402	0.00283194	624.809
27	0.00283194	0.00377569	384.897
28	0.00377569	0.00503379	384.897
29	0.00503379	0.00671099	99.4639
30	0.00671099	0.00894686	99.4639
31	0.00894686	inf	99.4639
