time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.41848e-07	1.14233
1	4.41848e-07	1.03088e-06	1.14233
2	1.03088e-06	1.81612e-06	1.14511
3	1.81612e-06	2.86293e-06	4.78497
4	2.86293e-06	4.25844e-06	99.2285
5	4.25844e-06	6.1188e-06	446.945
6	6.1188e-06	8.59887e-06	1116.29
7	8.59887e-06	1.19051e-05	1669.96
8	1.19051e-05	1.63126e-05	1825.51
9	1.63126e-05	2.21882e-05	1952.04
10	2.21882e-05	3.00211e-05	2108.77
11	3.00211e-05	4.04632e-05	2217.65
12	4.04632e-05	5.43837e-05	2329.7
13	5.43837e-05	7.29411e-05	2473.7
14	7.29411e-05	9.76801e-05	2617
15	9.76801e-05	0.00013066	2728.84
16	0.00013066	0.000174625	2800.5
17	0.000174625	0.000233236	2825.39
18	0.000233236	0.000311371	2790.36
19	0.000311371	0.000415532	2683.34
20	0.000415532	0.000554391	2480.55
21	0.000554391	0.000739504	2177.34
22	0.000739504	0.00098628	1806.8
23	0.00098628	0.00131526	1420.48
24	0.00131526	0.00175382	1075.45
25	0.00175382	0.00233847	808.679
26	0.00233847	0.00311788	627.889
27	0.00311788	0.0041569	525.332
28	0.0041569	0.00554204	525.332
29	0.00554204	0.00738857	17.2318
30	0.00738857	0.0098502	17.2318
31	0.0098502	inf	17.2318
