time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.51247e-07	1.56814
1	4.51247e-07	1.04565e-06	1.56814
2	1.04565e-06	1.82863e-06	1123.82
3	1.82863e-06	2.86001e-06	3565.14
4	2.86001e-06	4.21858e-06	5255.64
5	4.21858e-06	6.00817e-06	7346.88
6	6.00817e-06	8.3655e-06	9512.57
7	8.3655e-06	1.14707e-05	11236
8	1.14707e-05	1.5561e-05	12279.9
9	1.5561e-05	2.0949e-05	12526.7
10	2.0949e-05	2.80462e-05	11982
11	2.80462e-05	3.73951e-05	10870
12	3.73951e-05	4.97099e-05	9458.12
13	4.97099e-05	6.59315e-05	8015.23
14	6.59315e-05	8.72995e-05	6737.74
15	8.72995e-05	0.000115446	5683.4
16	0.000115446	0.000152523	4847.46
17	0.000152523	0.000201362	4181.74
18	0.000201362	0.000265695	3604.27
19	0.000265695	0.000350437	3046.53
20	0.000350437	0.000462064	2486.84
21	0.000462064	0.000609105	1956.76
22	0.000609105	0.000802793	1502.1
23	0.000802793	0.00105793	1146.01
24	0.00105793	0.00139401	884.431
25	0.00139401	0.00183671	699.469
26	0.00183671	0.00241985	572.917
27	0.00241985	0.00318799	466.032
28	0.00318799	0.00419983	466.032
29	0.00419983	0.00553268	65.5526
30	0.00553268	0.00728836	65.5526
31	0.00728836	inf	65.5526
