time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.53899e-07	1.55925
1	4.53899e-07	1.0518e-06	1.55925
2	1.0518e-06	1.83938e-06	1058.4
3	1.83938e-06	2.87682e-06	3232.83
4	2.87682e-06	4.24338e-06	4592.27
5	4.24338e-06	6.04349e-06	6562.14
6	6.04349e-06	8.41467e-06	9122.25
7	8.41467e-06	1.15381e-05	11340.7
8	1.15381e-05	1.56525e-05	12712.5
9	1.56525e-05	2.10721e-05	12976.8
10	2.10721e-05	2.82111e-05	12213.7
11	2.82111e-05	3.76149e-05	10833.9
12	3.76149e-05	5.00021e-05	9265.72
13	5.00021e-05	6.63191e-05	7798.49
14	6.63191e-05	8.78126e-05	6571.57
15	8.78126e-05	0.000116125	5597.8
16	0.000116125	0.000153419	4823.18
17	0.000153419	0.000202545	4185.98
18	0.000202545	0.000267256	3610.64
19	0.000267256	0.000352497	3039.61
20	0.000352497	0.00046478	2468.5
21	0.00046478	0.000612685	1937.82
22	0.000612685	0.000807512	1490.03
23	0.000807512	0.00106415	1140.74
24	0.00106415	0.0014022	880.426
25	0.0014022	0.0018475	691.422
26	0.0018475	0.00243407	558.617
27	0.00243407	0.00320673	433.078
28	0.00320673	0.00422452	433.078
29	0.00422452	0.0055652	72.6305
30	0.0055652	0.0073312	72.6305
31	0.0073312	inf	72.6305
