time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.48576e-07	1.59094
1	4.48576e-07	1.03946e-06	1.59094
2	1.03946e-06	1.81781e-06	1331.42
3	1.81781e-06	2.84308e-06	3252.59
4	2.84308e-06	4.19362e-06	4447.1
5	4.19362e-06	5.97261e-06	6450.96
6	5.97261e-06	8.31599e-06	8821
7	8.31599e-06	1.14028e-05	10991.5
8	1.14028e-05	1.54689e-05	12423.9
9	1.54689e-05	2.0825e-05	12815.9
10	2.0825e-05	2.78802e-05	12230.2
11	2.78802e-05	3.71738e-05	11031.3
12	3.71738e-05	4.94157e-05	9592.01
13	4.94157e-05	6.55413e-05	8149.04
14	6.55413e-05	8.67828e-05	6861.82
15	8.67828e-05	0.000114763	5796.42
16	0.000114763	0.00015162	4945.86
17	0.00015162	0.00020017	4258.86
18	0.00020017	0.000264122	3659.89
19	0.000264122	0.000348363	3082.9
20	0.000348363	0.00045933	2508.12
21	0.00045933	0.0006055	1970.05
22	0.0006055	0.000798042	1513.08
23	0.000798042	0.00105167	1157.79
24	0.00105167	0.00138576	899.259
25	0.00138576	0.00182584	720.064
26	0.00182584	0.00240553	603.935
27	0.00240553	0.00316913	554.347
28	0.00316913	0.00417498	554.347
29	0.00417498	0.00549993	49.8401
30	0.00549993	0.00724523	49.8401
31	0.00724523	inf	49.8401
