time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.8993e-07	1.29847
1	3.8993e-07	9.09749e-07	1.29847
2	9.09749e-07	1.60272e-06	111.444
3	1.60272e-06	2.52653e-06	1006.16
4	2.52653e-06	3.75807e-06	2213.52
5	3.75807e-06	5.39984e-06	3507.4
6	5.39984e-06	7.58849e-06	4998.92
7	7.58849e-06	1.05062e-05	6424.32
8	1.05062e-05	1.43958e-05	7516.92
9	1.43958e-05	1.95811e-05	7905.58
10	1.95811e-05	2.64936e-05	7491.17
11	2.64936e-05	3.57087e-05	6619.75
12	3.57087e-05	4.79935e-05	5696.34
13	4.79935e-05	6.43704e-05	4932.3
14	6.43704e-05	8.62026e-05	4356.98
15	8.62026e-05	0.000115307	3912.13
16	0.000115307	0.000154107	3529.15
17	0.000154107	0.000205831	3162.09
18	0.000205831	0.000274784	2795.16
19	0.000274784	0.000366707	2434.85
20	0.000366707	0.000489249	2089.43
21	0.000489249	0.000652611	1758.79
22	0.000652611	0.00087039	1443.18
23	0.00087039	0.00116071	1151.53
24	0.00116071	0.00154774	899.38
25	0.00154774	0.0020637	698.675
26	0.0020637	0.00275152	552.038
27	0.00275152	0.00366846	419.709
28	0.00366846	0.00489084	419.709
29	0.00489084	0.00652041	78.5165
30	0.00652041	0.00869279	78.5165
31	0.00869279	inf	78.5165
