time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.86483e-07	1.37104
1	3.86483e-07	9.01706e-07	1.37104
2	9.01706e-07	1.58855e-06	486.023
3	1.58855e-06	2.50419e-06	1193.86
4	2.50419e-06	3.72484e-06	1818.57
5	3.72484e-06	5.3521e-06	3005.04
6	5.3521e-06	7.5214e-06	4636.02
7	7.5214e-06	1.04133e-05	6151.61
8	1.04133e-05	1.42685e-05	7252.5
9	1.42685e-05	1.9408e-05	7686.85
10	1.9408e-05	2.62594e-05	7382.08
11	2.62594e-05	3.5393e-05	6629.16
12	3.5393e-05	4.75692e-05	5795.24
13	4.75692e-05	6.38013e-05	5077.74
14	6.38013e-05	8.54404e-05	4513.59
15	8.54404e-05	0.000114288	4056.47
16	0.000114288	0.000152744	3643.53
17	0.000152744	0.000204011	3243.1
18	0.000204011	0.000272355	2852.6
19	0.000272355	0.000363465	2477.43
20	0.000363465	0.000484924	2122.39
21	0.000484924	0.000646841	1786.57
22	0.000646841	0.000862695	1465.81
23	0.000862695	0.00115045	1162.46
24	0.00115045	0.00153406	891.837
25	0.00153406	0.00204545	671.518
26	0.00204545	0.0027272	508.598
27	0.0027272	0.00363603	358.945
28	0.00363603	0.0048476	358.945
29	0.0048476	0.00646276	123.372
30	0.00646276	0.00861593	123.372
31	0.00861593	inf	123.372
