time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.91139e-07	1.32142
1	3.91139e-07	9.12569e-07	1.32142
2	9.12569e-07	1.60769e-06	251.071
3	1.60769e-06	2.53436e-06	1194.95
4	2.53436e-06	3.76972e-06	2128.6
5	3.76972e-06	5.41657e-06	3191.87
6	5.41657e-06	7.61201e-06	4662.1
7	7.61201e-06	1.05388e-05	6254.31
8	1.05388e-05	1.44404e-05	7518.15
9	1.44404e-05	1.96418e-05	7943.61
10	1.96418e-05	2.65757e-05	7500.62
11	2.65757e-05	3.58194e-05	6616.72
12	3.58194e-05	4.81423e-05	5697.25
13	4.81423e-05	6.45699e-05	4937.57
14	6.45699e-05	8.64698e-05	4369.36
15	8.64698e-05	0.000115665	3933.34
16	0.000115665	0.000154584	3550.94
17	0.000154584	0.000206469	3174.08
18	0.000206469	0.000275636	2802.6
19	0.000275636	0.000367843	2437.32
20	0.000367843	0.000490766	2086.17
21	0.000490766	0.000654634	1753.55
22	0.000654634	0.000873088	1441.03
23	0.000873088	0.00116431	1153.51
24	0.00116431	0.00155254	902.392
25	0.00155254	0.0020701	699.721
26	0.0020701	0.00276005	551.413
27	0.00276005	0.00367983	424.181
28	0.00367983	0.004906	424.181
29	0.004906	0.00654062	74.7536
30	0.00654062	0.00871973	74.7536
31	0.00871973	inf	74.7536
