time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.94925e-07	1.27985
1	3.94925e-07	9.21403e-07	1.27985
2	9.21403e-07	1.62325e-06	246.97
3	1.62325e-06	2.5589e-06	792.627
4	2.5589e-06	3.80621e-06	1244.14
5	3.80621e-06	5.46901e-06	2272.64
6	5.46901e-06	7.68569e-06	4040.48
7	7.68569e-06	1.06408e-05	5937.54
8	1.06408e-05	1.45802e-05	7249.08
9	1.45802e-05	1.98319e-05	7599.87
10	1.98319e-05	2.6833e-05	7137.72
11	2.6833e-05	3.61662e-05	6322.88
12	3.61662e-05	4.86083e-05	5515.21
13	4.86083e-05	6.5195e-05	4862.68
14	6.5195e-05	8.73068e-05	4358.85
15	8.73068e-05	0.000116784	3941.53
16	0.000116784	0.000156081	3552.13
17	0.000156081	0.000208467	3162.71
18	0.000208467	0.000278304	2778.54
19	0.000278304	0.000371404	2411.58
20	0.000371404	0.000495516	2065.49
21	0.000495516	0.000660971	1738.83
22	0.000660971	0.00088154	1429.61
23	0.00088154	0.00117558	1140.4
24	0.00117558	0.00156757	882.989
25	0.00156757	0.00209013	671.242
26	0.00209013	0.00278677	511.186
27	0.00278677	0.00371545	360.842
28	0.00371545	0.00495349	360.842
29	0.00495349	0.00660393	107.996
30	0.00660393	0.00880414	107.996
31	0.00880414	inf	107.996
