time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.95607e-07	1.27727
1	3.95607e-07	9.22994e-07	1.27727
2	9.22994e-07	1.62606e-06	425.643
3	1.62606e-06	2.56332e-06	1266.69
4	2.56332e-06	3.81278e-06	1906.05
5	3.81278e-06	5.47845e-06	2939.85
6	5.47845e-06	7.69897e-06	4408.97
7	7.69897e-06	1.06592e-05	5896.61
8	1.06592e-05	1.46054e-05	7062.89
9	1.46054e-05	1.98662e-05	7523.65
10	1.98662e-05	2.68793e-05	7172.47
11	2.68793e-05	3.62286e-05	6372.46
12	3.62286e-05	4.86923e-05	5524.72
13	4.86923e-05	6.53076e-05	4833.09
14	6.53076e-05	8.74576e-05	4319.94
15	8.74576e-05	0.000116986	3915.49
16	0.000116986	0.00015635	3539.55
17	0.00015635	0.000208827	3157.51
18	0.000208827	0.000278785	2776.41
19	0.000278785	0.000372046	2410.16
20	0.000372046	0.000496372	2064
21	0.000496372	0.000662113	1736.85
22	0.000662113	0.000883063	1428.95
23	0.000883063	0.00117761	1144.24
24	0.00117761	0.00157028	892.203
25	0.00157028	0.00209375	685.202
26	0.00209375	0.00279158	530.036
27	0.00279158	0.00372187	385.28
28	0.00372187	0.00496205	385.28
29	0.00496205	0.00661534	93.3243
30	0.00661534	0.00881935	93.3243
31	0.00881935	inf	93.3243
