time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.0335e-07	1.25134
1	4.0335e-07	9.41059e-07	1.25134
2	9.41059e-07	1.65788e-06	286.303
3	1.65788e-06	2.61349e-06	334.949
4	2.61349e-06	3.88741e-06	286.5
5	3.88741e-06	5.58568e-06	602.713
6	5.58568e-06	7.84966e-06	1169.66
7	7.84966e-06	1.08678e-05	1531.68
8	1.08678e-05	1.48913e-05	1970.05
9	1.48913e-05	2.0255e-05	2448
10	2.0255e-05	2.74054e-05	2744.74
11	2.74054e-05	3.69377e-05	2882.5
12	3.69377e-05	4.96453e-05	2949.39
13	4.96453e-05	6.65858e-05	2999.11
14	6.65858e-05	8.91693e-05	3063.45
15	8.91693e-05	0.000119276	3144.26
16	0.000119276	0.00015941	3221.1
17	0.00015941	0.000212915	3259.28
18	0.000212915	0.000284241	3225.92
19	0.000284241	0.000379327	3098.76
20	0.000379327	0.000506087	2864.78
21	0.000506087	0.000675072	2524.57
22	0.000675072	0.000900346	2102.73
23	0.000900346	0.00120066	1650.25
24	0.00120066	0.00160101	1229.15
25	0.00160101	0.00213472	883.785
26	0.00213472	0.00284622	625.202
27	0.00284622	0.00379472	377.166
28	0.00379472	0.00505917	377.166
29	0.00505917	0.00674481	80.6822
30	0.00674481	0.00899196	80.6822
31	0.00899196	inf	80.6822
