time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.02015e-07	1.25603
1	4.02015e-07	9.37943e-07	1.25603
2	9.37943e-07	1.65239e-06	186.284
3	1.65239e-06	2.60483e-06	541.744
4	2.60483e-06	3.87453e-06	319.182
5	3.87453e-06	5.56718e-06	558.805
6	5.56718e-06	7.82366e-06	1118.66
7	7.82366e-06	1.08318e-05	1597.18
8	1.08318e-05	1.4842e-05	2023.84
9	1.4842e-05	2.01879e-05	2398.98
10	2.01879e-05	2.73147e-05	2643.46
11	2.73147e-05	3.68154e-05	2799.91
12	3.68154e-05	4.94809e-05	2933.36
13	4.94809e-05	6.63653e-05	3070.83
14	6.63653e-05	8.88741e-05	3201.01
15	8.88741e-05	0.000118881	3301.69
16	0.000118881	0.000158883	3357.96
17	0.000158883	0.00021221	3355.52
18	0.00021221	0.0002833	3278.37
19	0.0002833	0.000378071	3114.93
20	0.000378071	0.000504411	2859.72
21	0.000504411	0.000672836	2516.81
22	0.000672836	0.000897365	2107.76
23	0.000897365	0.00119668	1675.76
24	0.00119668	0.00159571	1275.88
25	0.00159571	0.00212766	950.158
26	0.00212766	0.00283679	710.725
27	0.00283679	0.00378215	500.947
28	0.00378215	0.00504241	500.947
29	0.00504241	0.00672248	16.9202
30	0.00672248	0.00896219	16.9202
31	0.00896219	inf	16.9202
