time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.57296e-07	1.96342
1	2.57296e-07	6.00298e-07	1.96342
2	6.00298e-07	1.05756e-06	1.96337
3	1.05756e-06	1.66713e-06	102.875
4	1.66713e-06	2.47976e-06	822.515
5	2.47976e-06	3.56308e-06	1863.47
6	3.56308e-06	5.00727e-06	3513.47
7	5.00727e-06	6.93252e-06	5659.66
8	6.93252e-06	9.49909e-06	7686.97
9	9.49909e-06	1.29206e-05	9325.93
10	1.29206e-05	1.74818e-05	10540.7
11	1.74818e-05	2.35624e-05	11210.6
12	2.35624e-05	3.16685e-05	11182.3
13	3.16685e-05	4.24748e-05	10462.4
14	4.24748e-05	5.68808e-05	9304.3
15	5.68808e-05	7.60855e-05	8040.51
16	7.60855e-05	0.000101687	6910.12
17	0.000101687	0.000135817	5967.46
18	0.000135817	0.000181316	5152.72
19	0.000181316	0.000241972	4389.96
20	0.000241972	0.000322831	3640.85
21	0.000322831	0.000430626	2917.78
22	0.000430626	0.000574328	2268.55
23	0.000574328	0.000765897	1731.72
24	0.000765897	0.00102128	1317.68
25	0.00102128	0.00136173	1018.08
26	0.00136173	0.00181559	815.877
27	0.00181559	0.00242064	671.129
28	0.00242064	0.00322722	671.129
29	0.00322722	0.00430249	61.3808
30	0.00430249	0.00573594	61.3808
31	0.00573594	inf	61.3808
