time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.46475e-07	50.5368
1	4.46475e-07	1.04167e-06	50.5368
2	1.04167e-06	1.83514e-06	38.9983
3	1.83514e-06	2.89291e-06	25.1468
4	2.89291e-06	4.30303e-06	111.506
5	4.30303e-06	6.18288e-06	448.452
6	6.18288e-06	8.68891e-06	1012.05
7	8.68891e-06	1.20297e-05	1503.78
8	1.20297e-05	1.64834e-05	1627.63
9	1.64834e-05	2.24206e-05	1739.84
10	2.24206e-05	3.03355e-05	1930.29
11	3.03355e-05	4.0887e-05	2087.17
12	4.0887e-05	5.49532e-05	2212.47
13	5.49532e-05	7.37049e-05	2349.03
14	7.37049e-05	9.8703e-05	2499.17
15	9.8703e-05	0.000132028	2636.7
16	0.000132028	0.000176454	2738.02
17	0.000176454	0.000235679	2789.44
18	0.000235679	0.000314631	2780.1
19	0.000314631	0.000419884	2690.75
20	0.000419884	0.000560196	2500.16
21	0.000560196	0.000747248	2204.73
22	0.000747248	0.000996608	1830.29
23	0.000996608	0.00132903	1428.22
24	0.00132903	0.00177219	1058.92
25	0.00177219	0.00236296	764.555
26	0.00236296	0.00315053	553.623
27	0.00315053	0.00420043	360.962
28	0.00420043	0.00560007	360.962
29	0.00560007	0.00746594	60.6293
30	0.00746594	0.00995335	60.6293
31	0.00995335	inf	60.6293
