time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.50371e-07	1.12151
1	4.50371e-07	1.05076e-06	1.12151
2	1.05076e-06	1.85115e-06	11.3725
3	1.85115e-06	2.91815e-06	26.757
4	2.91815e-06	4.34058e-06	100.488
5	4.34058e-06	6.23683e-06	305.994
6	6.23683e-06	8.76473e-06	663.193
7	8.76473e-06	1.21347e-05	1070.91
8	1.21347e-05	1.66272e-05	1401.56
9	1.66272e-05	2.26162e-05	1706.19
10	2.26162e-05	3.06002e-05	1936.81
11	3.06002e-05	4.12437e-05	2069.84
12	4.12437e-05	5.54327e-05	2194.33
13	5.54327e-05	7.43481e-05	2355.9
14	7.43481e-05	9.95643e-05	2528.58
15	9.95643e-05	0.00013318	2670.13
16	0.00013318	0.000177994	2762.91
17	0.000177994	0.000237735	2799.21
18	0.000237735	0.000317377	2776.43
19	0.000317377	0.000423548	2676.14
20	0.000423548	0.000565084	2475.58
21	0.000565084	0.000753768	2169.54
22	0.000753768	0.0010053	1785.08
23	0.0010053	0.00134063	1376.91
24	0.00134063	0.00178765	1007.66
25	0.00178765	0.00238358	716.143
26	0.00238358	0.00317802	508.19
27	0.00317802	0.00423709	323.372
28	0.00423709	0.00564894	323.372
29	0.00564894	0.00753109	123.961
30	0.00753109	0.0100402	123.961
31	0.0100402	inf	123.961
