time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.49239e-07	40.3936
1	4.49239e-07	1.04812e-06	40.3936
2	1.04812e-06	1.8465e-06	4.41071
3	1.8465e-06	2.91082e-06	17.9393
4	2.91082e-06	4.32967e-06	104.461
5	4.32967e-06	6.22115e-06	364.525
6	6.22115e-06	8.7427e-06	833.006
7	8.7427e-06	1.21042e-05	1244.61
8	1.21042e-05	1.65854e-05	1384.04
9	1.65854e-05	2.25594e-05	1571.18
10	2.25594e-05	3.05233e-05	1837.91
11	3.05233e-05	4.11401e-05	2059.38
12	4.11401e-05	5.52933e-05	2235.9
13	5.52933e-05	7.41612e-05	2400.67
14	7.41612e-05	9.9314e-05	2547.84
15	9.9314e-05	0.000132845	2661.9
16	0.000132845	0.000177546	2737.42
17	0.000177546	0.000237138	2772.31
18	0.000237138	0.000316579	2757.68
19	0.000316579	0.000422483	2670.55
20	0.000422483	0.000563664	2483.29
21	0.000563664	0.000751874	2186.46
22	0.000751874	0.00100278	1805.57
23	0.00100278	0.00133726	1396.04
24	0.00133726	0.00178316	1020.17
25	0.00178316	0.00237759	719.576
26	0.00237759	0.00317003	503.149
27	0.00317003	0.00422644	311.623
28	0.00422644	0.00563474	311.623
29	0.00563474	0.00751216	141.076
30	0.00751216	0.010015	141.076
31	0.010015	inf	141.076
