time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.45806e-07	1.13221
1	4.45806e-07	1.04011e-06	1.13221
2	1.04011e-06	1.83239e-06	1.13248
3	1.83239e-06	2.88858e-06	8.76077
4	2.88858e-06	4.29659e-06	94.4012
5	4.29659e-06	6.17362e-06	326.457
6	6.17362e-06	8.6759e-06	705.471
7	8.6759e-06	1.20117e-05	1181.84
8	1.20117e-05	1.64587e-05	1568.54
9	1.64587e-05	2.2387e-05	1764.03
10	2.2387e-05	3.02901e-05	1871.47
11	3.02901e-05	4.08257e-05	1997.86
12	4.08257e-05	5.48709e-05	2173.52
13	5.48709e-05	7.35945e-05	2383.04
14	7.35945e-05	9.85552e-05	2577.99
15	9.85552e-05	0.00013183	2719.68
16	0.00013183	0.00017619	2799.05
17	0.00017619	0.000235326	2824.85
18	0.000235326	0.00031416	2798.05
19	0.00031416	0.000419255	2698.18
20	0.000419255	0.000559357	2498.03
21	0.000559357	0.000746129	2190.2
22	0.000746129	0.000995115	1803.05
23	0.000995115	0.00132704	1392.02
24	0.00132704	0.00176953	1017.91
25	0.00176953	0.00235942	721.517
26	0.00235942	0.00314581	510.615
27	0.00314581	0.00419414	325.683
28	0.00419414	0.00559169	325.683
29	0.00559169	0.00745476	192.355
30	0.00745476	0.00993844	192.355
31	0.00993844	inf	192.355
